CODVIA,NOMVIA,NUMERO,NOM_ACTIVITAT,GRUP,TIPUS,CATEGORIA,LAT,LNG,WEBSITE,TELEFON,HORARI,FONT,BARRI,DISTRICTE,ADRECA,CCAE
1185,c. de Goya,62,"Farmàcia González Carnicer, Eulàlia",Farmàcies,pharmacy,pharmacy,41.5263769,2.1087704,,+34937105097,,OSM,,,c. de Goya 62,
1587,ctra. de Barcelona,558,"Farmàcia Brustenga Fortuny, Marta",Farmàcies,pharmacy,pharmacy,41.5278502,2.1179897,,+34937104435,,OSM,,,ctra. de Barcelona 558,
797,c. de Permanyer,65,Centre d'Atenció Primària de Gràcia,Salut - Medicina,clinic,clinic,41.5400635,2.0999081,,+34 937466087,,OSM,,,c. de Permanyer 65,
780,pg. de la Plaça Major,1,Óptica Andorrana,Salut - Òptica,optician,optician,41.546913,2.1085349,https://www.optica-andorrana.com/,+34937250485,Mo-Fr 09:45-13:30; Sa 10:00-14:00; Mo-Sa 17:00-20:30,OSM,,,pg. de la Plaça Major 1,
452,rda. de Zamenhof,153,CLINICFISIO Fisioteràpia i Osteopatia,Salut - Medicina,hospital,hospital,41.5502449,2.0994157,https://fisioterapia-sabadell.com/,+34622499373,Mo-Su 07:30-21:00,OSM,,,rda. de Zamenhof 153,
1400,c. de Copenhaguen,235,Movident,Salut - Dental,dentist,dentist,41.558819,2.0794696,,,,OSM,,,c. de Copenhaguen 235,
966,via de Massagué,,Farmàcia Blanchart,Farmàcies,pharmacy,pharmacy,41.5509538,2.1073542,,,,OSM,,,via de Massagué,
831,c. del Pare Sallarès,2,Centre Mèdic Sabadell,Salut - Medicina,clinic,clinic,41.5492422,2.1064472,,+34 93 726 55 00,Mo-Fr 08:00-21:00; Sa 09:00-21:00,OSM,,,c. del Pare Sallarès 2,
,Passeig de la Plaça Major,2,Alain Afflelou Óptico,Salut - Òptica,WebSearch,Salut - Òptica,41.5475,2.107,afflelou.es,937459881,,WebSearch_2026,,,Passeig de la Plaça Major 2,
,Plaça de Sant Roc,23-22,Cottet Óptica y Audiología,Salut - Òptica,WebSearch,Salut - Òptica,41.5485,2.109,cottet.com,937269998,,WebSearch_2026,,,Plaça de Sant Roc 23-22,
,Rambla,7,General Óptica,Salut - Òptica,WebSearch,Salut - Òptica,41.5475,2.107,generaloptica.es,937255555,,WebSearch_2026,,,Rambla 7,
,Passeig de la Plaça Major,44,Multiópticas Plaça Major,Salut - Òptica,WebSearch,Salut - Òptica,41.5475,2.107,multiopticas.com,937259364,,WebSearch_2026,,,Passeig de la Plaça Major 44,
,Rambla,185,Multiópticas Rambla,Salut - Òptica,WebSearch,Salut - Òptica,41.5475,2.107,multiopticas.com,938547765,,WebSearch_2026,,,Rambla 185,
,Av. de Matadepera,93,Óptica Can Oriach,Salut - Òptica,WebSearch,Salut - Òptica,41.564,2.0905,,937168846,,WebSearch_2026,,,Av. de Matadepera 93,
,Ctra. de Barcelona,640,Óptica de la Creu,Salut - Òptica,WebSearch,Salut - Òptica,41.5395,2.1095,opticadelacreu.es,937123550,,WebSearch_2026,,,Ctra. de Barcelona 640,
,Passeig dels Almogàvers,9,Òptica del Passeig,Salut - Òptica,WebSearch,Salut - Òptica,41.5395,2.1095,naturalopticsgroup.com,644354564,,WebSearch_2026,,,Passeig dels Almogàvers 9,
,Carrer de Jovellanos,6,Óptica gafas.es,Salut - Òptica,WebSearch,Salut - Òptica,41.5485,2.109,gafas.es,932471924,,WebSearch_2026,,,Carrer de Jovellanos 6,
,Av. de Barberà,177,Optica Indalo,Salut - Òptica,WebSearch,Salut - Òptica,41.538,2.114,,937118134,,WebSearch_2026,,,Av. de Barberà 177,
,Carrer Major,162,Òptica Macià,Salut - Òptica,WebSearch,Salut - Òptica,41.5605,2.1025,,937163037,,WebSearch_2026,,,Carrer Major 162,
,Av. Onze de Setembre,22-26,Òptica Oneoptic Sabadell 2,Salut - Òptica,WebSearch,Salut - Òptica,41.5605,2.1025,oneoptic.es,931716858,,WebSearch_2026,,,Av. Onze de Setembre 22-26,
,Carrer de Sol i Padrís,101,Opticalia Sol I Padrís,Salut - Òptica,WebSearch,Salut - Òptica,41.538,2.114,opticalia.com,937101273,,WebSearch_2026,,,Carrer de Sol i Padrís 101,
,Passeig de la Plaça Major,1,Optica & Audiologia Andorrana,Salut - Òptica,WebSearch,Salut - Òptica,41.5475,2.107,optica-andorrana.com,937250485,,WebSearch_2026,,,Passeig de la Plaça Major 1,
,Plaça de Sant Roc,7,Òptica & Audiologia Universitària,Salut - Òptica,WebSearch,Salut - Òptica,41.5485,2.109,opticauniversitaria.es,937466220,,WebSearch_2026,,,Plaça de Sant Roc 7,
,Carrer de l'Escola Industrial,13,Opticalia Martin,Salut - Òptica,WebSearch,Salut - Òptica,41.5485,2.109,opticalia.com,937259342,,WebSearch_2026,,,Carrer de l'Escola Industrial 13,
,Av. de Barberà,53,Opticam,Salut - Òptica,WebSearch,Salut - Òptica,41.538,2.114,opticam.cat,937108100,,WebSearch_2026,,,Av. de Barberà 53,
,Av. de Francesc Macià,54,Visionlab,Salut - Òptica,WebSearch,Salut - Òptica,41.5605,2.1025,visionlab.es,937237446,,WebSearch_2026,,,Av. de Francesc Macià 54,
,Av. de Matadepera,105,VISTAOPTICA,Salut - Òptica,WebSearch,Salut - Òptica,41.564,2.0905,vistaoptica.es,937243272,,WebSearch_2026,,,Av. de Matadepera 105,
,Carrer de Coromines,15,VISTAOPTICA Sabadell 2,Salut - Òptica,WebSearch,Salut - Òptica,41.5485,2.109,vistaoptica.es,937273752,,WebSearch_2026,,,Carrer de Coromines 15,
,Carrer de Plini el Vell,38,FisioClinics Sabadell,Salut - Fisioterapia,WebSearch,Salut - Fisioterapia,41.553,2.0845,sabadell.fisio-clinics.com,623537974,,WebSearch_2026,,,Carrer de Plini el Vell 38,
,Carrer Torres i Bages A1 Local,1,Manel Torralba Fisio,Salut - Fisioterapia,WebSearch,Salut - Fisioterapia,41.5485,2.109,maneltorralbafisio.com,,,WebSearch_2026,,,Carrer Torres i Bages A1 Local 1,
,Carrer de Salut,141,Kinetic Fisioteràpia,Salut - Fisioterapia,WebSearch,Salut - Fisioterapia,41.553,2.0845,fisiosabadell.cat,937278125,,WebSearch_2026,,,Carrer de Salut 141,
,Passeig Rubió i Ors,91,Fisiocentre Salut,Salut - Fisioterapia,WebSearch,Salut - Fisioterapia,41.5485,2.109,fisioterapeutaensabadell.com,,,WebSearch_2026,,,Passeig Rubió i Ors 91,
,Carrer Prat de la Riba,49,Centres Mèdics Tredic Sabadell,Salut - Medicina,WebSearch,Salut - Medicina,41.553,2.0845,centremedictredic.com,937231273,,WebSearch_2026,,,Carrer Prat de la Riba 49,
,Rambla,9,Elena Reig Psicologia,Salut - Psicologia,WebSearch,Salut - Psicologia,41.5485,2.109,psicologos-sabadell.com,659856181,,WebSearch_2026,,,Rambla 9,
,Carrer de Les Valls,26-28,Sigma Salut Psicologia,Salut - Psicologia,WebSearch,Salut - Psicologia,41.5485,2.109,,,,WebSearch_2026,,,Carrer de Les Valls 26-28,
,Carrer de Blasco de Garay,84,Centre Psicologia Ara,Salut - Psicologia,WebSearch,Salut - Psicologia,41.5475,2.107,,,,WebSearch_2026,,,Carrer de Blasco de Garay 84,
,Carrer de Sant Antoni,35,Centre Psicologia Equilibri i Benestar,Salut - Psicologia,WebSearch,Salut - Psicologia,41.5485,2.109,,,,WebSearch_2026,,,Carrer de Sant Antoni 35,
,Av. de Matadepera,161,Clínica Dental Tres-D,Salut - Dental,WebSearch,Salut - Dental,41.564,2.0905,clinicadentaltresd.es,,,WebSearch_2026,,,Av. de Matadepera 161,
,Av. de Matadepera,202,Dentobucal Sabadell,Salut - Dental,WebSearch,Salut - Dental,41.564,2.0905,clinicadentobucal.es,,,WebSearch_2026,,,Av. de Matadepera 202,
,Carrer de les Valls,10,IO Clínica Dental Sabadell,Salut - Dental,WebSearch,Salut - Dental,41.5485,2.109,ioa.es,,,WebSearch_2026,,,Carrer de les Valls 10,
,Carrer de Narcís Giralt,67,Clínica Dental Sanitas Sabadell Centre,Salut - Dental,WebSearch,Salut - Dental,41.5475,2.107,sanitas.es,,,WebSearch_2026,,,Carrer de Narcís Giralt 67,
,Carrer del Pare Sallarès,2,Centre Mèdic Sabadell,Salut - Medicina,WebSearch,Salut - Medicina,41.5485,2.109,centremedicsabadell.com,,,WebSearch_2026,,,Carrer del Pare Sallarès 2,
,Av. de Matadepera s/n,,Sanident Associats Centre Dental,Salut - Dental,WebSearch,Salut - Dental,41.564,2.0905,sanident.net,,,WebSearch_2026,,,Av. de Matadepera s/n,
,Ronda de Ponent,1,Farmàcia Corominas Riqué,Farmàcies,WebSearch,Farmàcies,41.5485,2.109,,,,WebSearch_2026,,,Ronda de Ponent 1,
,Av. de Barberà,299,Farmàcia Fàbregas Martínez,Farmàcies,WebSearch,Farmàcies,41.538,2.114,,,,WebSearch_2026,,,Av. de Barberà 299,
,Carrer Dr. Zamenhof,145,Farmàcia Pareja Cozcolluela,Farmàcies,WebSearch,Farmàcies,41.538,2.114,,,,WebSearch_2026,,,Carrer Dr. Zamenhof 145,
,Av. de Polinyà,65,Farmàcia Borja Fernandez,Farmàcies,WebSearch,Farmàcies,41.5605,2.1025,,,,WebSearch_2026,,,Av. de Polinyà 65,
,Ctra. de Barcelona,558,Farmàcia Brustenga Fortuny,Farmàcies,WebSearch,Farmàcies,41.5395,2.1095,,,,WebSearch_2026,,,Ctra. de Barcelona 558,
,Av. dels Paraires,26,Farmàcia Grimalt-Vives,Farmàcies,WebSearch,Farmàcies,41.553,2.0875,,,,WebSearch_2026,,,Av. dels Paraires 26,
,Ctra. de Terrassa,377,Farmàcia Carrera Graño,Farmàcies,WebSearch,Farmàcies,41.553,2.0875,,,,WebSearch_2026,,,Ctra. de Terrassa 377,
,,,Centre d'Atenció Primària Sant Oleguer,Salut - Medicina,,Activitats de medicina especialitzada,41.5385552,2.1179282,,,,OSM_2026,,1,,
,,,Asepeyo,Salut - Medicina,,Activitats de medicina especialitzada,41.5447489,2.1002579,,,,OSM_2026,,1,,
,,,C.A.P. Sant Fèlix,Salut - Medicina,,Activitats de medicina especialitzada,41.5325822,2.1139605,,,,OSM_2026,,1,,
,,,Multiópticas,Salut - Òptica,optician,Òptica,41.5412052,2.1117753,,,,OSM,,1,,
,,,Visionlab,Salut - Òptica,optician,Òptica,41.5535969,2.0985035,,,,OSM,,1,,
,,,FIOSTEC Funcional Sabadell,Salut - Fisioterapia,WebSearch,Salut - Fisioterapia,41.5485,2.109,fiostec.com,,,WebSearch_2026,,,,
,,,Fisioterapia i Osteopatia Sabadell,Salut - Fisioterapia,WebSearch,Salut - Fisioterapia,41.5485,2.109,fisioterapiaiosteopatia.net,,,WebSearch_2026,,,,
,,,PsicoSabadell,Salut - Psicologia,WebSearch,Salut - Psicologia,41.5485,2.109,psicosabadell.com,,,WebSearch_2026,,,,
,,,Psicologia Clínica Sabadell,Salut - Psicologia,WebSearch,Salut - Psicologia,41.5485,2.109,psicologiaclinicasabadell.es,,,WebSearch_2026,,,,
,,,Psicologia i Educació Sabadell,Salut - Psicologia,WebSearch,Salut - Psicologia,41.5485,2.109,psicologiaieducaciosabadell.com,,,WebSearch_2026,,,,
,,,Mèdic Dental Sabadell,Salut - Dental,WebSearch,Salut - Dental,41.5485,2.109,medicdentalsabadell.com,,,WebSearch_2026,,,,
,,,Inidental Sabadell,Salut - Dental,WebSearch,Salut - Dental,41.5485,2.109,inidental.com,,,WebSearch_2026,,,,
,,,"Centro Médico del Vallès, S.L.",Salut - Medicina,WebSearch,Salut - Medicina,41.5485,2.109,,,,WebSearch_2026,,,,
,,,NAEKO S.L.,Salut - Medicina,WebSearch,Salut - Medicina,41.5485,2.109,,,,WebSearch_2026,,,,
,,,Trauma Salut,Salut - Medicina,WebSearch,Salut - Medicina,41.5485,2.109,,,,WebSearch_2026,,,,
